target_year,curve_uncert,offset_14c_age,measurement_error,offset_magnitude,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95,sigma_curve_uncert
6318,18.7,5607.302771,13.73959361,36.44727529,0,1,55,115,1,NA,23.204879499104337
6318,18.7,5588.132537,34.5193661,-2.032495849,1,1,74,134,NA,NA,39.25909621916721
6319,18.9,5624.396377,8.841974606,37.42944575,0,1,45,112,35,NA,20.86601339339043
6321,18.9,5580.237918,22.36543125,33.49354279,1,1,63,96,NA,NA,29.28177786608041
6321,18.9,5627.111397,29.90172429,36.35551678,1,1,90,166,NA,NA,35.374045789465136
6322,18.7,5644.716545,10.81744726,49.70481161,0,0,43,99,78,36,21.60340633379101
6323,18.4,5591.183737,13.59750481,0.026556198,1,1,59,91,NA,NA,22.879076403080024
6324,18.2,5574.901049,20.52539371,-3.914476442,1,1,72,93,NA,NA,27.432312825398217
6325,18,5637.701717,16.57708744,40.61408814,0,1,50,132,71,NA,24.470386756105956
6325,18,5555.039042,26.33133777,-38.69817466,0,1,60,99,4,NA,31.89575753541258
6329,17.9,5552.199452,28.75935524,-22.22626188,0,1,62,100,1,NA,33.87492455815238
6329,17.9,5548.932529,32.72571416,-0.940845185,0,1,62,106,2,NA,37.30123814676966
6333,19.3,5701.364939,26.57759728,48.02889843,0,0,80,158,77,70,32.845984186470396
6336,20,5660.458807,31.62394818,45.51518471,0,1,73,175,66,NA,37.41756403737856
6336,20,5545.32538,20.1182775,-24.67703423,1,1,53,93,NA,NA,28.368029356425275
6337,19.7,5565.610355,29.61807016,21.88723276,1,1,67,103,NA,NA,35.57133790009426
6337,19.7,5562.523302,10.17623982,-13.14449992,1,1,52,93,NA,NA,22.173088573181534
6340,19,5553.69503,16.20522672,-17.16646063,1,1,49,97,NA,NA,24.97217197295025
6341,19.1,5611.677939,12.64993887,37.20359143,0,1,54,111,4,NA,22.90918927886225
6341,19.1,5559.243548,8.476245254,-19.98748828,1,1,47,94,NA,NA,20.89633301816272
6342,19.3,5518.459657,23.34221626,-37.06144178,0,1,36,101,29,NA,30.28777079827118
6342,19.3,5625.187592,31.31692079,-5.109856487,0,1,93,170,3,NA,36.78640411574818
6344,19.8,5523.536786,19.30706063,-31.17221931,0,1,37,93,30,NA,27.65506445789805
6344,19.8,5612.021484,21.62675804,29.88557736,1,1,66,135,NA,NA,29.321607447762897
6345,20,5565.524369,24.20341726,-26.1687713,1,1,66,96,NA,NA,31.397538232505838
6346,20.2,5565.61201,14.30311136,-2.306053927,1,1,52,92,NA,NA,24.751141278263535
6351,20.7,5592.33334,33.97878037,0.481225667,1,1,76,135,NA,NA,39.78752964727388
6352,20.3,5594.998196,34.98707626,-0.334645319,1,1,74,145,NA,NA,40.44978992804605
6353,19.7,5500.38969,23.25334854,-29.91093176,0,0,27,98,44,8,30.476355069507907
6354,19.3,5592.430727,17.99896919,-21.01623632,1,1,59,99,NA,NA,26.390393932311227
6356,19,5581.880123,14.60287378,-34.01413336,1,1,60,89,NA,NA,23.96338712775411
6358,19.5,5593.221507,10.68063697,1.629420766,1,1,51,91,NA,NA,22.23344341493082
6361,20.2,5654.182342,33.14350467,-28.56703058,0,1,76,176,38,NA,38.81406834912197
6362,20.5,5555.256544,14.47541386,-17.12488711,0,0,48,89,8,1,25.095569457939785
6365,21,5571.151713,19.60898612,-29.44124811,0,1,62,91,4,NA,28.731730484855113
6367,20.7,5615.556366,22.76103687,36.13790802,1,1,68,136,NA,NA,30.766130718657156
6369,20.2,5558.051734,14.66284085,-1.1818734,0,1,50,95,1,NA,24.96074722023419
6371,19.9,5555.994669,10.5500817,-10.75070496,1,1,49,85,NA,NA,22.523637003749524
6371,19.9,5542.454049,23.90972995,-19.66912905,1,1,55,103,NA,NA,31.107638712733035
6372,19.9,5481.866978,26.04833474,-24.29744436,0,0,34,87,69,5,32.77995946805137
6373,20,5527.38343,16.41577798,-38.15021818,0,1,32,82,3,NA,25.874268428086097
6375,20,5588.062161,34.35403745,-1.89288843,1,1,74,134,NA,NA,39.75172812741607
6376,20,5567.782232,28.98490377,-23.64752025,1,1,65,102,NA,NA,35.21540354100973
6378,20.1,5541.898894,30.99359826,17.18941983,1,1,64,105,NA,NA,36.94067044738461
6381,19.9,5601.892941,19.37180423,44.91675545,0,1,63,110,10,NA,27.771870645051006
6383,19.4,5575.231368,26.9096069,-25.54786396,1,1,73,102,NA,NA,33.17358804097814
6384,19.2,5556.379167,12.49079305,11.04092735,1,1,49,87,NA,NA,22.905455922507375
6388,18.4,5458.395252,32.176767,-17.02889041,0,0,50,107,93,83,37.066215541545226
6388,18.4,5526.180575,12.63919014,-40.58277898,0,1,23,75,4,NA,22.32283869482269
6390,18,5548.996914,10.08974847,-14.36634855,1,1,38,87,NA,NA,20.634995134185694
6391,17.8,5548.31923,20.71173716,-47.62899103,1,1,52,100,NA,NA,27.309633029114924
6394,17.1,5620.72726,18.12006422,47.67954927,1,1,70,134,NA,NA,24.914789329571388
6394,17.1,5602.999546,26.95106796,16.80794819,1,1,71,131,NA,NA,31.91817764510591
6396,16.9,5657.233797,16.63613607,40.07216417,0,0,53,91,6,2,23.714363228633296
6397,16.9,5629.920888,9.32460836,31.5197143,1,1,45,115,NA,NA,19.301769894685354
6397,16.9,5614.747835,25.19159316,18.64249639,1,1,73,141,NA,NA,30.33523307869842
6398,17,5658.133857,30.69823064,-9.6277758939999991,0,1,74,170,3,NA,35.09104393469414
6399,17,5597.325427,19.31123272,-31.79470082,1,1,62,104,NA,NA,25.727878054087526
6403,17,5657.536638,28.42387843,32.70998849,1,1,74,147,NA,NA,33.119735279790795
6403,17,5651.657349,27.53969047,37.15501612,1,1,65,147,NA,NA,32.36409354799558
6406,17,5672.252066,28.41264854,-21.66173318,0,1,68,154,1,NA,33.11009811307668
6406,17,5592.288786,23.32565143,-49.60379123,0,1,61,109,9,NA,28.863229456071977
6407,17,5577.901639,34.53514809,-36.91575108,0,1,72,124,12,NA,38.492550624740765
6410,17,5649.684005,29.96482275,-0.694660703,1,1,77,161,NA,NA,34.45127867639919
6411,17,5645.849106,20.38689714,-48.53694211,1,1,58,127,NA,NA,26.544784327564994
6416,17.1,5679.758346,20.57689738,-14.74726372,1,1,55,107,NA,NA,26.754788464629108
6417,17.3,5685.195806,20.27205989,25.93173462,1,1,59,120,NA,NA,26.650448630065252
6418,17.6,5722.373645,10.2805907,49.95381311,0,0,66,115,68,27,20.382603983321818
6420,18,5632.154194,28.55809641,-27.90162957,1,1,90,158,NA,NA,33.757441706427564
6422,18.4,5664.850364,19.62344841,-3.29156334,1,1,61,92,NA,NA,26.900552550085873
6422,18.4,5713.355677,32.49597178,43.57063391,0,1,106,203,24,NA,37.343649820639605
6423,18.6,5668.892555,21.55661125,25.49692439,1,1,62,97,NA,NA,28.471871884082834
6426,19.2,5612.992266,10.21620553,-40.484676,0,1,60,102,2,NA,21.748812736128897
6427,19.4,5636.750851,24.40492195,-23.05257844,1,1,70,151,NA,NA,31.17627648365968
6428,19.7,5652.837027,31.37053614,-32.15613256,1,1,76,164,NA,NA,37.043225260647134
6429,19.9,5657.087881,8.904483527,6.646268908,1,1,43,87,NA,NA,21.801372133024433
6431,20.1,5620.114086,25.80914,-24.72154947,1,1,81,152,NA,NA,32.712714768719515
6433,20,5628.56441,24.02507404,16.383222,1,1,76,150,NA,NA,31.260265236038578
6435,20,5587.35695,27.13574603,-18.64662119,0,1,63,112,39,NA,33.70977176731787
6435,20,5607.455958,18.65467436,0.044259592,0,1,66,119,31,NA,27.34953154036905
6439,19.9,5664.050634,23.26956161,6.176480534,1,1,60,111,NA,NA,30.618335969180063
6441,20.2,5659.317498,10.67118067,0.104787503,1,1,52,86,NA,NA,22.84543930179023
6442,20.5,5592.114852,19.72418589,-33.86016879,0,0,60,105,45,7,28.44808445261781
6444,21,5663.686217,34.6333816,10.35830751,1,1,74,203,NA,NA,40.50272979752375
6444,21,5688.40365,23.5518679,29.63221383,1,1,60,139,NA,NA,31.554563561853467
6445,21,5725.960481,17.33265683,42.0354452,0,1,70,158,41,NA,27.229046857841823
6445,21,5628.303569,31.78612425,-30.70912911,1,1,91,167,NA,NA,38.096688764726494
6447,20.3,5638.668063,9.689432592,-25.467082,0,1,34,104,5,NA,22.493890369496153
6450,19,5688.026276,10.33247004,0.201771408,1,1,45,92,NA,NA,21.62775848597116
6454,19.8,5637.44483,25.22082267,-26.8015407,0,1,75,152,4,NA,32.06446469460524
6454,19.8,5673.80927,13.49270085,-16.25300858,1,1,51,85,NA,NA,23.960237399232728
6456,20.1,5638.454668,28.60374271,-31.08531097,0,1,72,159,6,NA,34.959749670440694
6458,20.1,5714.811322,17.87494799,29.7145823,1,1,76,138,NA,NA,26.898397083194475
6462,19.5,5695.428934,8.515124846,1.684397622,1,1,40,100,NA,NA,21.27809557133736
6462,19.5,5668.549276,28.17557383,13.86607806,1,1,74,155,NA,NA,34.26533176039276
6463,19.2,5688.608561,32.67787184,5.226576747,1,1,83,178,NA,NA,37.90096711155884
6463,19.2,5716.308903,22.49314518,0.849949289,1,1,85,172,NA,NA,29.573325482409942
6464,19,5739.47732,22.41335077,47.66163952,0,1,82,178,26,NA,29.382959223656485
6465,19,5688.775245,34.32466845,0.128732109,1,1,93,187,NA,NA,39.232421085148765
6465,19,5705.144529,13.6398409,17.37765889,1,1,54,123,NA,NA,23.388998691207643
6465,19,5698.018502,31.09089309,3.245377098,1,1,88,175,NA,NA,36.43684444533871
6466,19.3,5665.764112,15.21745105,-26.37759182,0,1,62,87,3,NA,24.57764871705888
6466,19.3,5670.485355,31.31073724,-49.0408431,1,1,74,175,NA,NA,36.78114009261163
6467,19.7,5733.75589,23.20514308,18.04041397,0,1,85,170,19,NA,30.439590426996087
6467,19.7,5728.798783,19.99094663,30.000194,0,1,80,159,4,NA,28.06649153641239
6468,20.3,5773.25189,34.12421281,41.69097906,0,0,106,177,35,20,39.70581695296255
6469,20.7,5698.358231,12.48356034,32.75402447,1,1,48,128,NA,NA,24.172903813204176
6469,20.7,5667.025802,13.98075506,8.403176162,1,1,67,86,NA,NA,24.97902143895384
6472,20.8,5639.360062,32.505578,-24.22725605,1,1,85,164,NA,NA,38.590835714118505
6474,20.2,5669.315734,9.940759206,10.88535921,1,1,59,83,NA,NA,22.513522460771743
6475,20,5610.789923,21.24617995,-40.23344223,0,0,71,128,42,31,29.17876218189836
6475,20,5701.390828,27.00065265,36.77502945,1,1,80,158,NA,NA,33.60111967667078
6476,19.9,5711.942176,21.70778689,17.79706294,1,1,84,159,NA,NA,29.448905101236885
6477,19.9,5712.959677,10.18938666,21.79559388,1,1,59,113,NA,NA,22.356958659598266
6479,19.9,5722.02206,32.73450853,-24.01108511,1,1,107,210,NA,NA,38.30872026968067
6480,20,5642.393189,10.06895521,-30.84036456,0,1,33,98,38,NA,22.391602421912243
6481,20.2,5625.052981,30.41368172,-26.64025759,0,1,93,169,37,NA,36.51071124704998
6481,20.2,5699.290193,28.87225635,-3.964070301,1,1,85,169,NA,NA,35.23701444135293
6481,20.2,5684.295258,8.776159477,-14.54050515,1,1,42,89,NA,NA,22.02409987186166
6483,20.7,5747.817328,33.43891662,29.53646132,0,1,102,195,10,NA,39.327485868274266
6485,21,5709.314445,31.52695928,-48.03663101,1,1,98,198,NA,NA,37.88072282101779
6486,20.9,5685.369874,9.144074676,-5.71729017,1,1,42,83,NA,NA,22.81280565121845
6486,20.9,5704.493021,31.07284881,-5.651890323,1,1,95,188,NA,NA,37.447722669998484
6488,20.4,5727.356912,21.62235194,13.00628488,1,1,83,168,NA,NA,29.72685828366701
6491,19.9,5730.109832,12.70690575,33.7950252,1,1,63,138,NA,NA,23.61091810454187
6491,19.9,5666.424515,33.08279277,-31.88024841,0,1,72,197,6,NA,38.60675041314361
6492,19.9,5705.449735,30.30521752,-4.025061056,1,1,102,182,NA,NA,36.25487841566311
6492,19.9,5727.993276,34.3599563,30.3737466,1,1,121,201,NA,NA,39.7066316493594
6493,20,5755.215186,9.102020061,30.64864208,0,1,71,124,6,NA,21.973774577683425
6494,20,5749.793706,17.95132054,13.07350448,0,1,76,141,2,NA,26.874707610127146
6495,20,5755.63401,21.3574762,12.53882626,0,1,89,147,2,NA,29.25990071127321
6496,20,5752.172978,11.6689979,33.81094018,0,1,69,125,2,NA,23.155248044238363
6498,20.1,5737.469101,21.86356085,13.04052451,1,1,77,168,NA,NA,29.69891063728858
6498,20.1,5713.29214,30.5274575,-7.487816759,1,1,105,198,NA,NA,36.55045364170336
6500,20,5781.618737,17.19364491,41.63136755,0,1,80,142,55,NA,26.374636021965664
6500,20,5750.260199,26.08952401,44.94447676,1,1,93,171,NA,NA,32.873443127673234
6501,19.8,5738.688495,11.52276328,-25.93964997,1,1,57,135,NA,NA,22.90882086897788
6501,19.8,5748.388201,34.78661595,-12.35395437,1,1,109,200,NA,NA,40.02684910472962
6502,19.6,5700.361435,23.63211074,-39.4113471,0,1,73,151,2,NA,30.702388474312933
6502,19.6,5739.037701,11.11381128,-8.769134921,1,1,57,134,NA,NA,22.531684383717415
6502,19.6,5818.916303,17.44957568,48.68242433,0,0,55,134,66,53,26.242097694583173
6503,19.3,5736.964569,10.46045654,-16.42168681,1,1,57,132,NA,NA,21.952474826889762
6506,19.1,5701.02342,11.49014943,-41.31414308,0,0,48,122,11,2,22.289762984915956
6507,19.3,5762.852792,22.48384123,-4.747229815,1,1,93,151,NA,NA,29.63128610870355
6509,19.8,5738.916261,20.28126517,-3.469607211,1,1,77,178,NA,NA,28.343777392857415
6510,20,5791.175144,9.351853152,49.66157391,0,1,65,126,52,NA,22.078431950131158
6511,20.1,5786.910474,28.28396571,9.542548051,0,1,94,161,43,NA,34.698598189040084
6512,20.2,5770.164612,14.50068277,24.65752151,1,1,83,137,NA,NA,24.865836016433768
6513,20.2,5835.948058,33.56944142,42.36955955,0,0,105,199,53,1,39.17840473080561
6514,20.1,5785.782558,19.40983728,27.15967295,0,1,81,149,43,NA,27.94193592498698
6515,20,5744.502594,14.18800908,-8.302532509,1,1,65,143,NA,NA,24.521411086113343
6515,20,5785.719742,8.431709701,38.75021411,0,1,71,133,46,NA,21.704693697031008
6518,18.7,5738.923996,10.67743456,-4.659564327,1,1,57,134,NA,NA,21.533639004661577
6518,18.7,5721.0864,31.81204078,-6.423823582,1,1,106,201,NA,NA,36.901164461143814
6521,18,5697.026031,10.29612961,-39.66227409,0,1,44,110,29,NA,20.736689343912126
6521,18,5703.66523,33.24719335,-34.60889482,1,1,101,201,NA,NA,37.807087505549596
6521,18,5730.048926,31.72527267,0.546540436,1,1,107,199,NA,NA,36.47592255153869
6521,18,5864.093743,22.9402551,42.98802009,0,0,58,115,139,109,29.159137573890558
6522,18.2,5792.652815,11.64878057,42.12276493,0,0,69,127,40,7,21.608657727124317
6524,18.8,5825.104543,26.15367749,33.93315026,0,0,85,187,41,13,32.2095458870648
6525,19,5753.662398,22.52783363,22.23483541,1,1,91,153,NA,NA,29.470379842495397
6526,19.1,5725.631165,31.37214876,25.69936628,1,1,110,201,NA,NA,36.72903099483527
6526,19.1,5734.339914,15.37577484,-39.1657287,1,1,65,155,NA,NA,24.519878709536414
6529,19,5779.179012,26.71308361,44.31532521,0,1,93,159,17,NA,32.78092182893658
6531,19,5697.675982,18.00101364,-35.5626933,0,1,52,146,35,NA,26.173201792433918
6532,19,5727.46381,15.82518704,-12.00438144,1,1,68,148,NA,NA,24.727242969061148
6533,19,5780.55519,31.22538029,8.137108083,0,1,109,165,7,NA,36.55166718844875
6533,19,5780.786955,33.82330433,22.6464024,0,1,110,173,7,NA,38.79453461249145
6534,19,5802.261541,20.17127929,23.4353767,0,0,71,143,30,4,27.71065694268512
6534,19,5736.469288,25.1239473,19.86157037,1,1,89,181,NA,NA,31.499408374335815
6535,19,5708.379659,15.81415853,-43.35097393,0,1,65,127,4,NA,24.720186285948003
6538,19,5757.094977,23.33856208,-23.44719542,1,1,89,156,NA,NA,30.0946586616631
6538,19,5781.110363,34.88350969,47.43385271,0,1,110,176,2,NA,39.72227647419422
6542,19,5696.732474,28.4925483,-43.26396629,0,1,84,160,13,NA,34.24653717717797
6543,18.9,5773.576978,17.8749815,41.03128836,0,1,84,145,8,NA,26.01393787232802
6547,19.4,5702.426413,29.69927109,15.41347948,0,1,89,180,12,NA,35.47402857411757
6548,19.6,5695.552947,33.8756209,-15.06470528,0,1,93,186,17,NA,39.13716509100419
6550,20,5808.639284,28.96752238,37.29167401,0,1,89,182,12,NA,35.20109874472388
6554,20.1,5787.583849,11.91684981,29.23334881,0,1,75,135,6,NA,23.36709886558657
6556,19.9,5727.560338,12.14369099,-28.78657854,0,1,63,137,4,NA,23.312641009988702
6557,19.7,5793.395025,15.85776954,22.42007032,0,1,72,136,5,NA,25.28950088047907
6558,19.4,5716.376015,31.18167364,-40.7569041,0,1,103,200,6,NA,36.72406256109842
6559,19.2,5815.893698,26.90942842,26.2717807,0,1,79,188,6,NA,33.05688034118017
6560,19,5766.089045,31.99581922,-0.553356926,1,1,108,175,NA,NA,37.211993329556016
6560,19,5704.699824,21.59610681,-30.5859609,0,0,70,153,29,1,28.764419503075814
6562,18.5,5792.127479,30.12716703,26.21315599,1,1,96,167,NA,NA,35.35387097976004
6564,18.1,5777.272471,21.97619953,-16.12151756,1,1,90,152,NA,NA,28.47039419787461
6565,18,5793.325599,12.64998552,2.658502175,1,1,69,128,NA,NA,22.000503031890197
6565,18,5822.706219,34.97837169,14.12381313,1,1,103,215,NA,NA,39.33810475968299
6565,18,5821.531481,19.14182719,39.03414514,0,1,58,143,3,NA,26.275645532923132
6567,18.3,5831.725083,18.79216817,47.48734224,0,1,58,150,2,NA,26.23043241217272
6568,18.6,5781.396739,21.45231205,37.04189053,1,1,86,154,NA,NA,28.39298667436336
6568,18.6,5745.050861,22.58329739,-47.2744585,0,1,81,161,6,NA,29.25688501883242
6569,18.8,5821.933779,31.76682638,20.05993098,1,1,90,209,NA,NA,36.913022881593754
6570,19,5826.859605,34.50777411,42.32305735,1,1,109,209,NA,NA,39.392721079239834
6571,19.1,5794.218621,34.57601094,32.6219151,1,1,102,181,NA,NA,39.50076622703666
6571,19.1,5818.302665,21.93155429,25.30351584,1,1,74,163,NA,NA,29.08269371250224
6572,19.1,5778.468649,21.3431566,-13.75861536,1,1,91,151,NA,NA,28.641583993419843
6572,19.1,5818.95275,11.93526992,17.89322963,1,1,47,107,NA,NA,22.52244809214258
6573,19.1,5806.224901,13.32893411,19.16557457,1,1,67,113,NA,NA,23.29099578181924
6574,19.1,5874.446392,24.07300661,49.24523321,0,0,67,109,92,66,30.729784367045333
6575,19,5823.20225,15.86442106,10.13281248,1,1,51,131,NA,NA,24.75237070603484
6576,18.9,5767.722875,10.63070917,-32.84010321,0,1,82,131,5,NA,21.684602312634695
6577,18.7,5730.753539,22.64430768,-35.30858145,0,0,82,172,16,4,29.367578557084123
6578,18.4,5760.103805,27.83720217,-14.5674461,0,1,93,169,6,NA,33.36869527945995
6580,18,5787.872512,15.99693023,-7.86549747,1,1,76,146,NA,NA,24.0811498227034
6582,17.5,5728.109358,32.08514969,-18.28911072,0,1,116,200,8,NA,36.54732316640587
6583,17.3,5878.626719,34.53816442,48.26395339,0,0,73,166,82,6,38.628678485070566
6586,17.1,5795.213643,30.14549487,38.00481393,1,1,93,169,NA,NA,34.657767685717964
6587,17.3,5794.698892,32.21547214,47.54303729,1,1,96,175,NA,NA,36.56674233785554
6587,17.3,5791.631172,31.0702725,-26.59496963,1,1,99,169,NA,NA,35.561943608642316
6588,17.6,5806.375854,31.21353509,16.71575066,1,1,91,191,NA,NA,35.8335704725982
6589,17.8,5780.59124,27.54128797,-44.59315117,1,1,97,161,NA,NA,32.7927208850755
6589,17.8,5748.865021,32.73751917,31.73455768,1,1,101,192,NA,NA,37.26372447040308
6589,17.8,5739.406641,17.38265079,-39.14146887,0,1,69,153,29,NA,24.879641245144345
6590,18,5788.908587,32.53081033,-3.641845891,1,1,101,171,NA,NA,37.178671583670585
6590,18,5751.81971,26.38174104,-11.00061776,1,1,92,173,NA,NA,31.937380298039795
6590,18,5736.149171,22.76422338,-40.36407939,1,1,83,168,NA,NA,29.02085226340775
6592,18.1,5759.787496,33.54293715,-36.52376803,1,1,105,186,NA,NA,38.11480857421233
6594,18.1,5790.429164,22.11929073,0.835628668,1,1,81,151,NA,NA,28.58099057762456
6596,17.8,5815.212377,24.3872267,23.41250207,0,1,79,173,11,NA,30.192330584391673
6596,17.8,5748.705804,33.98081199,24.33154925,1,1,103,196,NA,NA,38.36059936314509
6597,17.5,5808.483782,18.47208441,26.32949057,0,1,74,136,10,NA,25.4453905933897
6599,17,5822.44743,34.35037371,39.9368711,0,1,102,215,1,NA,38.326859694170864
6600,17,5764.66055,12.73505138,-24.02342216,1,1,82,133,NA,NA,21.24103419448403
6601,17.2,5820.648654,15.47134702,34.69253744,0,1,50,123,21,NA,23.134445716577325
6603,18.1,5800.306527,17.41831311,1.864773035,0,1,69,138,2,NA,25.119865278261305
6607,19.6,5785.843644,11.0787269,8.134463243,1,1,73,137,NA,NA,22.514399608356953
6607,19.6,5826.087684,31.07962033,45.37192467,1,1,92,198,NA,NA,36.743745043979246
6610,20,5801.60954,31.19607565,12.91881097,1,1,100,179,NA,NA,37.056647662201215
6611,19.9,5810.949106,28.66037667,29.76468832,1,1,87,193,NA,NA,34.891649299886645
6612,19.6,5827.173773,10.38521281,49.32226499,0,1,35,110,20,NA,22.181358053757396
6612,19.6,5770.575139,34.46997567,6.077808794,1,1,110,184,NA,NA,39.652732852735284
6615,19,5798.375784,22.70971704,39.51522796,1,1,84,154,NA,NA,29.609647887755546
6615,19,5757.415839,32.27792323,-22.94150479,1,1,105,186,NA,NA,37.454830503444725
6617,19.4,5753.928036,12.63173745,-19.21235952,0,1,72,128,17,NA,23.1499630886473
6617,19.4,5845.388653,19.62211937,33.93411506,0,0,62,134,19,5,27.593252228951357
6620,20,5773.762184,11.58808315,-17.40435355,1,1,78,136,NA,NA,23.114577026009233
6620,20,5756.161348,16.88295633,-15.37341545,0,1,85,138,15,NA,26.17315828173373
6620,20,5754.925151,29.25220878,-41.17458519,1,1,96,178,NA,NA,35.435740693665615
6621,19.9,5810.857966,28.34590648,47.22924589,1,1,86,192,NA,NA,34.63380450041413
6621,19.9,5755.283293,25.82140631,-45.92181263,0,1,92,166,4,NA,32.599923678225196
6622,19.7,5774.800864,14.92539108,8.726318646,1,1,79,140,NA,NA,24.715527485589774
6623,19.5,5824.436182,17.68779643,22.87700446,0,1,55,139,3,NA,26.326947079924036
6625,19,5785.960891,18.88284975,5.926048988,1,1,79,148,NA,NA,26.787348033746735
6626,18.8,5773.622669,24.76344988,-2.279369812,1,1,93,155,NA,NA,31.091292188638157
6627,18.6,5713.646313,32.0961826,-3.730389918,0,0,106,205,75,2,37.096157988295
6627,18.6,5808.687021,27.36035936,0.439588819,1,1,81,180,NA,NA,33.08397292207119
6627,18.6,5724.064133,15.1560246,-49.58042279,0,0,74,139,72,22,23.993021520346392
6627,18.6,5801.245692,22.41971738,-16.73807525,1,1,76,155,NA,NA,29.130803754772614
6630,18,5827.538226,32.80356915,-10.91718914,1,1,99,209,NA,NA,37.41756471202839
6630,18,5776.608661,27.07844521,-11.23615317,1,1,104,160,NA,NA,32.515260955295624
6631,17.6,5815.504215,26.70597621,8.880027104,1,1,79,186,NA,NA,31.983889152651308
6631,17.6,5809.59305,31.55048585,-33.2689493,1,1,94,195,NA,NA,36.12745711188445
6633,16.7,5874.096602,22.35570653,19.3713791,0,0,61,106,33,8,27.904616364599686
6634,16.3,5775.188783,18.15848982,-20.46011747,0,1,85,146,2,NA,24.401244897403156
6637,15.8,5853.699232,18.65943718,49.99064209,0,1,61,110,11,NA,24.450247358142747
6638,15.8,5777.066728,12.99835622,-23.39993464,0,1,75,141,7,NA,20.459649665182752
